event_type,product_id,category_id,category_code,brand,user_id
view,780598,2144415925430911157,appliances.kitchen.coffee_machine,galaxy,4
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,892155,2144415933299425669,electronics.video.projector,cactus,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
purchase,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1024079,2144415926060056772,electronics.video.projector,ricoh,5
view,3791077,2144415926966026460,computers.components.cpu,amd,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,4183805,2144415927049912542,electronics.video.tv,bbk,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1703800,2144415926060056772,electronics.video.projector,optoma,5
view,1703800,2144415926060056772,electronics.video.projector,optoma,5
view,1703800,2144415926060056772,electronics.video.projector,optoma,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,4153894,2144415927049912542,electronics.video.tv,philips,5
view,1703800,2144415926060056772,electronics.video.projector,optoma,5
purchase,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
cart,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1703800,2144415926060056772,electronics.video.projector,optoma,5
view,3829912,2144415923107266682,computers.peripherals.printer,pantum,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
cart,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1795171,2144415922360680550,computers.peripherals.camera,canyon,5
view,16237,2144415922360680550,computers.peripherals.camera,sven,5
view,1848234,2144415926806642904,computers.components.power_supply,thermaltake,6
view,597567,2144415926806642904,computers.components.power_supply,zalman,6
view,130544,2144415926806642904,computers.components.power_supply,chieftec,6
view,1667731,2144415926806642904,computers.components.power_supply,thermaltake,6
view,1009727,2144415926806642904,computers.components.power_supply,thermaltake,6
view,1549667,2144415926806642904,computers.components.power_supply,aerocool,6
view,1549667,2144415926806642904,computers.components.power_supply,aerocool,6
view,1016084,2144415926806642904,computers.components.power_supply,accord,6
view,269973,2144415926806642904,computers.components.power_supply,chieftec,6
view,1848234,2144415926806642904,computers.components.power_supply,thermaltake,6
view,824149,2144415926806642904,computers.components.power_supply,zalman,6
view,952895,2144415926806642904,computers.components.power_supply,chieftec,6
view,269973,2144415926806642904,computers.components.power_supply,chieftec,6
view,1009728,2144415926806642904,computers.components.power_supply,thermaltake,6
cart,1667731,2144415926806642904,computers.components.power_supply,thermaltake,6
view,1848234,2144415926806642904,computers.components.power_supply,thermaltake,6
view,3791351,2144415926966026460,computers.components.cpu,amd,7
view,3791351,2144415926966026460,computers.components.cpu,amd,7
purchase,3791403,2144415926966026460,computers.components.cpu,amd,7
view,3791351,2144415926966026460,computers.components.cpu,amd,7
view,3791403,2144415926966026460,computers.components.cpu,amd,7
cart,3791403,2144415926966026460,computers.components.cpu,amd,7
view,3791351,2144415926966026460,computers.components.cpu,amd,7
view,3791403,2144415926966026460,computers.components.cpu,amd,7
cart,3791403,2144415926966026460,computers.components.cpu,amd,7
view,3791351,2144415926966026460,computers.components.cpu,amd,7
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
purchase,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
cart,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
cart,3580373,2144415937770553861,stationery.stapler,p.i.t,8
purchase,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
cart,3580373,2144415937770553861,stationery.stapler,p.i.t,8
purchase,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,3580373,2144415937770553861,stationery.stapler,p.i.t,8
view,4102625,2144415925196030129,electronics.telephone,alcatel,9
cart,4035841,2144415922016747613,computers.peripherals.wifi,tp-link,9
purchase,4035841,2144415922016747613,computers.peripherals.wifi,tp-link,9
view,4035841,2144415922016747613,computers.peripherals.wifi,tp-link,9
view,4102625,2144415925196030129,electronics.telephone,alcatel,9
view,4035841,2144415922016747613,computers.peripherals.wifi,tp-link,9
view,4035841,2144415922016747613,computers.peripherals.wifi,tp-link,9
view,3557533,2144415926185885895,construction.tools.drill,metabo,10
purchase,3557532,2144415926185885895,construction.tools.drill,metabo,10
view,863791,2144415926185885895,construction.tools.drill,bosch,10
view,867675,2144415926185885895,construction.tools.drill,bosch,10
view,3557532,2144415926185885895,construction.tools.drill,metabo,10
view,3557533,2144415926185885895,construction.tools.drill,metabo,10
purchase,3557532,2144415926185885895,construction.tools.drill,metabo,10
view,3557533,2144415926185885895,construction.tools.drill,metabo,10
view,860390,2144415926185885895,construction.tools.drill,bosch,10
view,475709,2144415926185885895,construction.tools.drill,metabo,10
view,3557532,2144415926185885895,construction.tools.drill,metabo,10
cart,3557533,2144415926185885895,construction.tools.drill,metabo,10
view,3557533,2144415926185885895,construction.tools.drill,metabo,10
view,475709,2144415926185885895,construction.tools.drill,metabo,10
cart,3557532,2144415926185885895,construction.tools.drill,metabo,10
view,3557532,2144415926185885895,construction.tools.drill,metabo,10
view,3557532,2144415926185885895,construction.tools.drill,metabo,10
purchase,84028,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,544117,2144415926445932750,electronics.audio.acoustic,jvc,11
purchase,1414233,2144415926445932750,electronics.audio.acoustic,jbl,11
view,1829574,2144415926445932750,electronics.audio.acoustic,jbl,11
view,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
purchase,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
cart,1414233,2144415926445932750,electronics.audio.acoustic,jbl,11
view,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,1414233,2144415926445932750,electronics.audio.acoustic,jbl,11
view,1829574,2144415926445932750,electronics.audio.acoustic,jbl,11
view,464243,2144415926445932750,electronics.audio.acoustic,jbl,11
view,1414233,2144415926445932750,electronics.audio.acoustic,jbl,11
cart,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
cart,84028,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,1633726,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,84028,2144415926445932750,electronics.audio.acoustic,pioneer,11
cart,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,1643837,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,85756,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,1976043,2144415926445932750,electronics.audio.acoustic,kenwood,11
view,1414233,2144415926445932750,electronics.audio.acoustic,jbl,11
view,84029,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,1633726,2144415926445932750,electronics.audio.acoustic,pioneer,11
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193876,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
cart,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
cart,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
cart,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193876,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
cart,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
purchase,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,644760,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
cart,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
cart,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
purchase,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193876,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193876,2144415927452565738,appliances.sewing_machine,janome,12
view,193876,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,254139,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,193859,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,194204,2144415927452565738,appliances.sewing_machine,janome,12
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
cart,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
purchase,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,4047245,2144415923107266682,computers.peripherals.printer,epson,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
purchase,1666810,2144415923107266682,computers.peripherals.printer,brother,13
cart,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1080093,2144415923107266682,computers.peripherals.printer,ricoh,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1666810,2144415923107266682,computers.peripherals.printer,brother,13
cart,1666810,2144415923107266682,computers.peripherals.printer,brother,13
cart,1666810,2144415923107266682,computers.peripherals.printer,brother,13
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
cart,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1039561,2144415940152918597,electronics.audio.music_tools.piano,casio,14
view,1301733,2144415925196030129,electronics.telephone,ark,15
view,1795510,2144415925196030129,electronics.telephone,haier,15
cart,1814285,2144415925196030129,electronics.telephone,haier,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1795510,2144415925196030129,electronics.telephone,haier,15
view,3940185,2144415925196030129,electronics.telephone,philips,15
view,1694116,2144415925196030129,electronics.telephone,honor,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
cart,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,813356,2144415924491387038,computers.components.motherboard,asrock,15
view,1380683,2144415924491387038,computers.components.motherboard,asus,15
view,1768598,2144415925196030129,electronics.telephone,ark,15
view,1795506,2144415925196030129,electronics.telephone,haier,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,813356,2144415924491387038,computers.components.motherboard,asrock,15
view,3984668,2144415925196030129,electronics.telephone,haier,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1768598,2144415925196030129,electronics.telephone,ark,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1423419,2144415924491387038,computers.components.motherboard,gigabyte,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,1795510,2144415925196030129,electronics.telephone,haier,15
view,1795510,2144415925196030129,electronics.telephone,haier,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,823204,2144415924491387038,computers.components.motherboard,asrock,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1012544,2144415927049912542,electronics.video.tv,starwind,15
view,4027358,2144415925196030129,electronics.telephone,alcatel,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
view,1814285,2144415925196030129,electronics.telephone,haier,15
purchase,3642540,2144415925011480748,stationery.cartrige,hp,16
purchase,3642540,2144415925011480748,stationery.cartrige,hp,16
view,3642540,2144415925011480748,stationery.cartrige,hp,16
view,3642540,2144415925011480748,stationery.cartrige,hp,16
cart,3642540,2144415925011480748,stationery.cartrige,hp,16
view,3642540,2144415925011480748,stationery.cartrige,hp,16
cart,254136,2144415927452565738,appliances.sewing_machine,janome,17
purchase,254136,2144415927452565738,appliances.sewing_machine,janome,17
view,254136,2144415927452565738,appliances.sewing_machine,janome,17
view,3537454,2144415922016747613,computers.peripherals.wifi,tenda,17
view,4154517,2144415925196030129,electronics.telephone,xiaomi,17
view,4102625,2144415925196030129,electronics.telephone,alcatel,17
view,309885,2144415929197396249,appliances.environment.vacuum,bosch,17
view,254136,2144415927452565738,appliances.sewing_machine,janome,17
view,3537454,2144415922016747613,computers.peripherals.wifi,tenda,17
view,917581,2144415925808398526,appliances.personal.hair_cutter,galaxy,17
view,194183,2144415927452565738,appliances.sewing_machine,janome,17
view,4154624,2144415922427789416,computers.components.videocards,msi,18
view,879734,2144415922427789416,computers.components.videocards,gigabyte,18
view,4183854,2144415922427789416,computers.components.videocards,sapphire,18
view,4154624,2144415922427789416,computers.components.videocards,msi,18
cart,4183854,2144415922427789416,computers.components.videocards,sapphire,18
view,4183854,2144415922427789416,computers.components.videocards,sapphire,18
view,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
view,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
view,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
purchase,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
cart,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
purchase,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
view,846904,2144415922016747613,computers.peripherals.wifi,huawei,19
purchase,4079501,2144415923207929981,auto.accessories.player,pioneer,20
view,4079501,2144415923207929981,auto.accessories.player,pioneer,20
view,4079501,2144415923207929981,auto.accessories.player,pioneer,20
cart,4079501,2144415923207929981,auto.accessories.player,pioneer,20
cart,4079501,2144415923207929981,auto.accessories.player,pioneer,20
view,462241,2144415923107266682,computers.peripherals.printer,brother,21
purchase,1804326,2144415923107266682,computers.peripherals.printer,canon,21
purchase,462241,2144415923107266682,computers.peripherals.printer,brother,21
view,1804326,2144415923107266682,computers.peripherals.printer,canon,21
purchase,1804326,2144415923107266682,computers.peripherals.printer,canon,21
cart,1804326,2144415923107266682,computers.peripherals.printer,canon,21
view,481157,2144415923107266682,computers.peripherals.printer,xerox,21
view,462241,2144415923107266682,computers.peripherals.printer,brother,21
cart,462241,2144415923107266682,computers.peripherals.printer,brother,21
view,478607,2144415923107266682,computers.peripherals.printer,brother,21
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
purchase,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
cart,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,4027952,2144415922662670447,computers.ebooks,pocketbook,22
view,600280,2144415922738167921,computers.components.cdrw,lg,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,4099645,2144415922427789416,computers.components.videocards,gigabyte,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,1735737,2144415926932472027,computers.components.cooler,deepcool,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
purchase,799642,2144415926806642904,computers.components.power_supply,zalman,23
purchase,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
cart,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,139413,2144415926932472027,computers.components.cooler,zalman,23
cart,139413,2144415926932472027,computers.components.cooler,zalman,23
purchase,139413,2144415926932472027,computers.components.cooler,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
view,408648,2144415926806642904,computers.components.power_supply,thermaltake,23
view,799642,2144415926806642904,computers.components.power_supply,zalman,23
cart,4102739,2144415922427789416,computers.components.videocards,msi,23
purchase,4102739,2144415922427789416,computers.components.videocards,msi,23
view,4102739,2144415922427789416,computers.components.videocards,msi,23
view,4102739,2144415922427789416,computers.components.videocards,msi,23
view,1735737,2144415926932472027,computers.components.cooler,deepcool,23
view,1634481,2144415926932472027,computers.components.cooler,thermaltake,23
view,1735737,2144415926932472027,computers.components.cooler,deepcool,23
view,4102739,2144415922427789416,computers.components.videocards,msi,23
view,1634481,2144415926932472027,computers.components.cooler,thermaltake,23
cart,3791214,2144415923107266682,computers.peripherals.printer,canon,24
view,3791214,2144415923107266682,computers.peripherals.printer,canon,24
view,3760005,2144415923107266682,computers.peripherals.printer,canon,24
view,3760005,2144415923107266682,computers.peripherals.printer,canon,24
view,3791214,2144415923107266682,computers.peripherals.printer,canon,24
view,3760005,2144415923107266682,computers.peripherals.printer,canon,24
view,942339,2144415926966026460,computers.components.cpu,amd,25
view,3606492,2144415924491387038,computers.components.motherboard,asrock,25
cart,3606492,2144415924491387038,computers.components.motherboard,asrock,25
cart,942339,2144415926966026460,computers.components.cpu,amd,25
purchase,3606492,2144415924491387038,computers.components.motherboard,asrock,25
